-0.0112	-0.0386	0.9795	-3.1311	2.6532	29.9268
-0.019	-0.0513	0.9746	-3.197	3.0817	29.718
-0.0723	-0.0469	0.9731	-3.0872	2.9004	29.707
-0.0527	-0.0508	0.9731	-3.0927	2.8125	29.4598
-0.0376	-0.0435	0.9717	-3.1421	2.5378	28.9764
-0.0352	-0.0503	0.9717	-3.0157	2.6312	28.8226
-0.0386	-0.0405	0.9722	-3.0597	2.5159	28.7292
-0.061	-0.0415	0.9697	-3.2135	2.9114	28.6523
-0.0483	-0.0439	0.9795	-3.0487	2.6367	28.4546
-0.0732	-0.0571	0.9692	-3.1256	3.3179	28.3942
-0.0571	-0.0498	0.9722	-3.0597	2.7521	28.4216
-0.0522	-0.0518	0.9736	-3.0597	2.829	28.4216
-0.0483	-0.0532	0.9731	-3.0432	2.8674	28.3612
-0.0508	-0.0518	0.9746	-3.0377	2.9004	28.1964
-0.0518	-0.0483	0.9736	-3.0322	2.9169	28.0206
-0.311	-0.0361	0.8701	-3.0048	3.7408	24.5654
-0.0513	-0.0508	0.9751	-3.0212	2.9388	27.9382
-0.0615	-0.0518	0.9702	-3.0322	3.0872	27.9108
-0.043	-0.0532	0.9746	-3.0377	2.9608	27.9108
-0.0747	-0.0459	0.9648	-3.2355	3.3618	27.7899
-0.0435	-0.0566	0.9717	-2.9608	2.5378	27.4548
-0.064	-0.0713	0.9761	-3.1641	3.5046	26.1145
0.0747	-0.0645	0.9351	-3.2355	2.1204	25.1971
-0.0483	-0.0483	0.9751	-2.9169	2.4939	25.8728
-0.1499	-0.1304	0.9795	-3.2904	2.7246	24.9939
0.0786	-0.0435	1.0088	-3.0432	2.4335	24.8511
-0.0864	-0.0518	0.9795	-3.1421	2.84	25.2411
-0.1196	-0.0474	0.936	-3.0322	3.1091	24.9884
-0.0537	-0.0469	0.9761	-3.1036	2.818	25.2191
-0.0425	-0.0474	0.9736	-3.0927	2.7795	25.1917
-0.0557	-0.0542	0.9717	-3.1201	2.7411	25.1642
-0.0166	-0.0684	0.9487	-3.0542	2.7466	24.9884
-0.0483	-0.0537	0.9731	-3.0981	2.8345	25.0159
-0.0576	-0.0483	0.978	-3.0542	2.9388	24.9609
-0.0254	-0.0566	0.9751	-2.8235	3.5156	24.895
-0.1133	-0.0635	0.9497	-2.8619	3.6475	24.6094
-0.0693	-0.0454	0.9712	-2.8839	3.609	24.8236
-0.0591	-0.0562	0.9717	-3.0981	3.0157	24.8456
-0.1387	-0.0781	0.9756	-3.0487	3.5651	24.3292
-0.1069	-0.0444	1.0313	-2.851	3.23	24.4556
-0.0303	-0.0498	0.9775	-3.0981	3.0817	24.7632
-0.127	-0.0718	0.9712	-3.0377	3.5376	24.3842
0.0366	-0.0522	0.9404	-2.9059	3.1641	24.3127
-0.0947	-0.0562	0.9663	-2.8674	3.7628	24.5325
-0.0439	-0.0537	0.9756	-3.0981	3.0103	24.6313
0.0225	-0.0415	0.9648	-3.0048	3.1366	24.2358
-0.0737	-0.0508	0.9771	-3.0048	2.9169	24.4501
-0.0259	-0.0151	0.9761	-3.0817	3.1531	24.3347
0.0308	-0.0474	0.998	-2.9498	3.0212	24.082
-0.0244	-0.0449	0.978	-3.1256	2.4664	24.3842
-0.0439	-0.0557	0.9731	-3.2904	3.5596	24.3842
-0.0791	-0.0371	0.978	-3.0267	2.9114	24.2303
-0.0308	-0.0488	0.9766	-3.0762	3.6859	24.2194
-0.0737	-0.0596	0.9751	-3.0762	3.3618	24.1809
-0.0005	-0.0405	0.9731	-3.1201	2.7466	24.082
-0.0156	-0.1025	0.9551	-3.0267	2.8894	23.9337
0.0044	-0.0615	0.96	-3.0762	2.5323	23.8953
-0.0439	-0.0674	0.9834	-2.84	2.5214	23.9832
-0.0439	-0.0493	0.9736	-2.9718	2.9828	23.9996
-0.0562	-0.0537	0.9731	-3.0762	3.3234	23.8843
-0.0532	-0.0571	0.9736	-3.0267	2.774	23.8953
-0.0498	-0.061	0.9746	-3.0487	2.7191	23.7689
-0.0303	-0.0571	0.9731	-3.0542	2.7301	23.7469
-0.1284	-0.1406	0.979	-3.1036	2.8564	22.9395
-0.0635	-0.0396	0.9756	-2.9608	2.9663	23.714
0.083	-0.0596	0.9487	-3.0267	3.0762	22.7087
-0.041	-0.0527	0.9824	-3.0981	3.0597	23.6975
-0.0273	-0.0669	0.9736	-2.9443	2.6971	23.6591
-0.0532	-0.0542	0.9741	-3.0322	2.7136	23.681
-0.0537	-0.0527	0.9658	-2.8839	2.9279	23.6481
-0.1016	-0.0469	0.9897	-2.9773	3.1201	23.4723
-0.0352	-0.0552	0.978	-2.9333	2.6587	23.5767
-0.0376	-0.0562	0.9761	-3.2739	3.6255	23.5162
-0.0503	-0.0513	0.9819	-3.0212	2.6971	23.5382
-0.0542	-0.0596	0.9717	-2.8235	2.8839	23.4174
-0.041	-0.0347	0.9727	-3.0048	2.6367	23.3844
0	-0.0464	0.9868	-2.9883	3.0542	23.2581
-0.0615	-0.063	0.9741	-2.9828	3.0377	23.3789
-0.0576	-0.0542	0.9771	-3.0322	3.241	23.313
