-0.0259	0.0269	0.9761	0	0.061	0.1221
-0.0254	0.0278	0.9751	0	0.061	0
-0.0254	0.0273	0.9751	0	0	-0.061
-0.0259	0.0269	0.9741	0	0	0.061
-0.0264	0.0273	0.9751	0	0	0.1221
-0.0264	0.0273	0.9751	0	0.061	0
-0.0254	0.0273	0.9751	0	0.061	0.061
-0.0254	0.0273	0.9766	0.061	0	0.061
-0.0259	0.0278	0.9756	0.061	0	0
-0.0254	0.0269	0.9756	0	0	0.061
-0.0254	0.0278	0.9761	0	0	0
-0.0259	0.0278	0.9766	0	0.061	0
-0.0259	0.0259	0.9756	0	0	0.061
-0.0259	0.0269	0.9756	0.061	0	0.061
-0.0244	0.0264	0.9766	0.061	0	0.061
-0.0254	0.0259	0.9751	0.061	0	0.061
-0.0249	0.0269	0.9761	0.061	-0.061	0
-0.0244	0.0269	0.9741	0.061	-0.061	0
-0.0259	0.0278	0.9746	0.061	-0.061	0.061
-0.0259	0.0278	0.9766	0	0	0
-0.0259	0.0264	0.9751	0.061	0.061	0
-0.0264	0.0269	0.9741	0	0.061	0
-0.0264	0.0273	0.9756	0.061	0.061	-0.061
-0.0244	0.0273	0.9751	0	0	0.061
-0.0244	0.0269	0.9771	0	0.061	0.061
-0.0259	0.0273	0.9746	0	0.1221	-0.061
-0.0259	0.0269	0.9771	0	0.061	0
-0.0249	0.0273	0.9751	0	0	0.061
-0.0249	0.0278	0.9741	0	0	0.061
-0.0244	0.0269	0.9771	0	0.061	-0.061
-0.0254	0.0269	0.9771	0.061	0.061	0.061
-0.0259	0.0269	0.9761	0	0.1221	0.061
-0.0264	0.0283	0.9751	0	0.1221	0.061
-0.0269	0.0264	0.9761	0	0.061	0
-0.0264	0.0278	0.9756	0	0	0
-0.0259	0.0269	0.9751	0.061	0.061	0
-0.0259	0.0269	0.9756	0.061	0.061	0
-0.0254	0.0264	0.9751	0.061	0.061	0
-0.0259	0.0264	0.9771	0.061	-0.061	0.061
-0.0249	0.0278	0.9751	0	0.061	0.061
-0.0259	0.0259	0.9751	0.1221	0	0.061
-0.0259	0.0269	0.9736	0.061	0.061	0
-0.0254	0.0269	0.9766	0.061	0.061	0.061
-0.0259	0.0264	0.9746	0.061	0	0
-0.0264	0.0264	0.9761	0	0.061	0.061
-0.0254	0.0264	0.9741	0	0	0.061
-0.0259	0.0269	0.9731	0	0.061	0.061
-0.0254	0.0273	0.9741	0.061	-0.061	0.061
-0.0244	0.0273	0.9741	0.061	0	0
-0.0249	0.0278	0.9766	0.061	0.061	0.061
-0.0254	0.0264	0.9741	0.061	0.061	0.061
-0.0259	0.0278	0.9766	0.1221	0	0.1221
-0.0259	0.0273	0.9736	0	0.061	0
-0.0278	0.0264	0.9756	0	0.1221	0.061
-0.0264	0.0273	0.9761	0.061	0.061	0.061
-0.0259	0.0259	0.9766	0	0.061	0.1221
-0.0264	0.0264	0.9756	0.1221	0.1221	0.061
-0.0249	0.0278	0.9756	0.061	-0.061	0.061
-0.0244	0.0269	0.9741	0.061	0	0.061
-0.0259	0.0273	0.9756	0.061	0.1221	0.1221
-0.0249	0.0264	0.9741	0.061	0.061	0
-0.0249	0.0269	0.9746	0.061	0.1221	-0.061
-0.0254	0.0264	0.9746	0.1221	0.1831	0
-0.0254	0.0273	0.9741	0.061	0.1221	0.061
-0.0249	0.0273	0.9736	0	0	0
-0.0259	0.0254	0.9756	0	0	0
-0.0259	0.0264	0.9746	0	0	-0.061
-0.0254	0.0254	0.9756	0.061	0.061	0
-0.0264	0.0273	0.9751	0.1221	0.061	0.061
-0.0249	0.0269	0.9751	0.061	0.061	0
-0.0259	0.0269	0.9761	0.061	0.1221	0
-0.0254	0.0269	0.9741	0.061	0.1221	0
-0.0259	0.0269	0.9741	0.061	0.061	0
-0.0264	0.0283	0.9736	0.061	0	0.061
-0.0249	0.0273	0.9756	0.061	0	0.061
-0.0244	0.0269	0.9746	0.061	0.061	0
-0.0249	0.0259	0.9756	-0.061	0.061	0
-0.0249	0.0273	0.9741	0.1221	0.1831	0.061
-0.0264	0.0278	0.9741	0	0.061	-0.061
-0.0269	0.0269	0.9741	0	0	0
-0.0264	0.0264	0.9756	0.061	0.1221	0
-0.0254	0.0278	0.9761	0.061	0.061	0
-0.0254	0.0264	0.9751	0	0.061	0
-0.0259	0.0269	0.9771	0.061	0.061	0.061
-0.0249	0.0269	0.9761	0.061	0.061	0.061
-0.0244	0.0264	0.9746	0	0.061	0
-0.0259	0.0273	0.9741	0.061	0.061	0.061
-0.0259	0.0273	0.9746	0.061	0.1221	0.061
-0.0273	0.0273	0.9746	0.061	0.061	0.061
-0.0254	0.0269	0.9731	0.061	0.061	0.061
-0.0249	0.0273	0.9741	0.061	0.061	0.061
-0.0264	0.0288	0.9756	0.1221	0.1221	0.061
-0.0269	0.0269	0.9756	0.061	0.061	0
-0.0273	0.0273	0.9751	0.1221	0.061	0.061
-0.0259	0.0273	0.9766	0.061	0.061	0
-0.0264	0.0264	0.9761	0	0.061	0.061
-0.0269	0.0273	0.9746	0.061	0	0.061
-0.0254	0.0273	0.9731	0.061	-0.061	0
-0.0254	0.0273	0.9746	0	0	0.061
-0.0244	0.0273	0.9746	0.061	0.1221	0.1221
-0.0264	0.0283	0.9741	0	0.1221	0.061
-0.0254	0.0273	0.9766	0	0.1221	0.061
-0.0269	0.0273	0.9751	0	0.1831	0
-0.0259	0.0269	0.9766	0	0.1221	0.1221
-0.0254	0.0278	0.9761	0	0	0.061
-0.0259	0.0269	0.9736	0	0.061	0.061
-0.0254	0.0269	0.9751	0	0	0.061
-0.0244	0.0278	0.9731	-0.061	0	0.061
-0.0264	0.0264	0.9761	0.061	0	0.061
-0.0249	0.0273	0.9746	0.061	0	0.061
-0.0249	0.0259	0.9751	0.061	-0.061	0.1221
-0.0244	0.0273	0.9727	0.061	0	0.061
-0.0259	0.0269	0.9751	0	0.061	0.061
-0.0254	0.0264	0.9766	0.061	0	0.061
-0.0249	0.0269	0.9751	0.061	0	0.061
-0.0259	0.0278	0.9736	0.061	0.061	0.061
-0.0249	0.0269	0.9751	0.061	-0.061	0.061
-0.0244	0.0269	0.9766	0.061	0	0.061
-0.0259	0.0269	0.9746	0	0	0.061
-0.0254	0.0264	0.9746	0.061	0	0
-0.0234	0.0264	0.9761	0.061	-0.061	0.061
-0.0244	0.0269	0.9731	0	-0.061	0.061
-0.0234	0.0278	0.9761	0	0	0.061
-0.0249	0.0264	0.9746	0	-0.061	0.061
-0.0244	0.0259	0.9741	0.061	0.061	0
-0.0259	0.0278	0.9736	0	0.061	0
-0.0249	0.0269	0.9766	0	0.1221	0
-0.0259	0.0254	0.9751	0	0.061	0
-0.0254	0.0273	0.9751	0	0.1221	0
-0.0269	0.0278	0.9756	0.061	0.1221	0
-0.0269	0.0273	0.9761	0.061	0.061	0.061
-0.0259	0.0273	0.9746	0	0	0.061
-0.0254	0.0273	0.9751	-0.061	0	0
-0.0254	0.0273	0.9761	0.061	0	0.061
-0.0254	0.0273	0.9746	0	0	0.061
-0.0249	0.0269	0.9756	0.061	0	0.061
-0.0254	0.0273	0.9751	0.061	0.061	0
-0.0254	0.0259	0.9741	0.061	0.061	0
-0.0254	0.0273	0.9756	0	0.061	0
-0.0254	0.0264	0.9756	0.061	0.061	0
-0.0254	0.0269	0.9761	-0.061	0.061	0
-0.0264	0.0264	0.9756	0	0.1221	0.061
-0.0259	0.0269	0.9741	0	0.1221	0
-0.0259	0.0273	0.9746	0	0.061	0
-0.0264	0.0259	0.9756	0	0.061	0.061
-0.0264	0.0259	0.9756	0	0.061	0.061
-0.0259	0.0278	0.9771	0	0.061	0
-0.0254	0.0273	0.9746	0	-0.061	0.061
-0.0264	0.0269	0.9746	0	0.061	0
-0.0259	0.0264	0.9731	0	0.061	0.061
-0.0254	0.0259	0.9746	0	0.061	0
-0.0249	0.0259	0.9756	0	0.061	0.061
-0.0259	0.0269	0.9761	0	0.1221	0.061
-0.0249	0.0269	0.9761	0	0.061	0
-0.0254	0.0269	0.9761	0.061	0.061	0.061
-0.0264	0.0269	0.9756	0.061	0.061	0
-0.0259	0.0283	0.9775	0.061	0.1221	0
-0.0264	0.0273	0.9751	0	0.061	0.061
