-0.0112	-0.0386	0.9795	0	0.4272	0.4883
-0.019	-0.0513	0.9746	-1.2817	-0.1831	10.8032
-0.0723	-0.0469	0.9731	0.061	-1.0376	-0.7324
-0.0527	-0.0508	0.9731	0.3662	-0.2441	-2.7466
-0.0376	-0.0435	0.9717	-0.3662	2.8687	3.3569
-0.0352	-0.0503	0.9717	0.9155	0.1831	-8.728
-0.0386	-0.0405	0.9722	0.061	3.6011	0
-0.061	-0.0415	0.9697	-1.4648	2.5024	12.5122
-0.0483	-0.0439	0.9795	-0.3052	1.9531	0.1221
-0.0732	-0.0571	0.9692	-1.1597	-1.4648	10.437
-0.0571	-0.0498	0.9722	-0.061	1.0376	-0.1831
-0.0522	-0.0518	0.9736	0	0.4883	0.1221
-0.0483	-0.0532	0.9731	0	0.061	0
-0.0508	-0.0518	0.9746	0	-0.1831	0.061
-0.0518	-0.0483	0.9736	0	0.1221	0.1221
-0.311	-0.0361	0.8701	0.6104	10.6201	0.3052
-0.0513	-0.0508	0.9751	0.061	0.1831	0.061
-0.0615	-0.0518	0.9702	-0.5493	-0.9155	3.0518
-0.043	-0.0532	0.9746	0.061	-1.0986	0.3662
-0.0747	-0.0459	0.9648	-1.6479	-1.2817	16.3574
-0.0435	-0.0566	0.9717	1.4648	0.4272	-15.1367
-0.064	-0.0713	0.9761	-2.3193	-1.4038	23.2544
0.0747	-0.0645	0.9351	-1.0986	-9.8877	0.9766
-0.0483	-0.0483	0.9751	1.8921	2.0142	-19.5313
-0.1499	-0.1304	0.9795	-2.2583	6.6528	11.1694
0.0786	-0.0435	1.0088	-1.4648	-14.0381	-1.1597
-0.0864	-0.0518	0.9795	0.6104	0.4272	-1.3428
-0.1196	-0.0474	0.936	0.3052	5.188	-0.3052
-0.0537	-0.0469	0.9761	0.061	0.2441	-0.061
-0.0425	-0.0474	0.9736	0.061	0	0
-0.0557	-0.0542	0.9717	-0.061	0.061	-0.5493
-0.0166	-0.0684	0.9487	0.4883	5.6152	-0.061
-0.0483	-0.0537	0.9731	0.061	0.7324	0.061
-0.0576	-0.0483	0.978	-0.061	1.3428	-0.6104
-0.0254	-0.0566	0.9751	-0.2441	-2.5024	0.1221
-0.1133	-0.0635	0.9497	-0.5493	3.479	1.8311
-0.0693	-0.0454	0.9712	-0.061	1.4038	2.6855
-0.0591	-0.0562	0.9717	0.061	0.8545	-0.3052
-0.1387	-0.0781	0.9756	-1.2817	-7.3242	0
-0.1069	-0.0444	1.0313	1.3428	14.2212	0.4883
-0.0303	-0.0498	0.9775	0.4883	-2.1362	-0.5493
-0.127	-0.0718	0.9712	2.0142	0.2441	0.7324
0.0366	-0.0522	0.9404	0.5493	3.6621	0
-0.0947	-0.0562	0.9663	-0.061	0.4883	2.5024
-0.0439	-0.0537	0.9756	0.061	-0.2441	-0.7324
0.0225	-0.0415	0.9648	0.8545	-0.1831	1.2817
-0.0737	-0.0508	0.9771	0	0.6104	0.3052
-0.0259	-0.0151	0.9761	0.1831	-0.8545	-2.2583
0.0308	-0.0474	0.998	-1.0986	-5.8594	0.4883
-0.0244	-0.0449	0.978	1.3428	6.6528	0.1221
-0.0439	-0.0557	0.9731	-0.6714	-0.9155	7.2632
-0.0791	-0.0371	0.978	0.061	1.4038	0.061
-0.0308	-0.0488	0.9766	-2.1362	-3.2349	21.6064
-0.0737	-0.0596	0.9751	0.1831	0.3052	-0.8545
-0.0005	-0.0405	0.9731	1.3428	1.2817	-4.6387
-0.0156	-0.1025	0.9551	0.4272	7.2632	0.6104
0.0044	-0.0615	0.96	0.5493	2.8076	0.2441
-0.0439	-0.0674	0.9834	2.4414	2.3804	-21.9116
-0.0439	-0.0493	0.9736	-0.2441	-1.77	0.3052
-0.0562	-0.0537	0.9731	0.2441	0.7935	-2.6245
-0.0532	-0.0571	0.9736	0	0.4272	0.3052
-0.0498	-0.061	0.9746	0.4272	1.8921	0.4272
-0.0303	-0.0571	0.9731	0.061	0.1831	0.3662
-0.1284	-0.1406	0.979	-1.77	9.0942	6.0425
-0.0635	-0.0396	0.9756	0.3052	3.6621	-2.0142
0.083	-0.0596	0.9487	-0.4883	-0.4272	0.4272
-0.041	-0.0527	0.9824	0.3052	0.5493	-0.3662
-0.0273	-0.0669	0.9736	-0.4883	-0.4883	-0.4272
-0.0532	-0.0542	0.9741	0.1831	1.6479	0.4883
-0.0537	-0.0527	0.9658	-1.5869	-6.7139	-1.1597
-0.1016	-0.0469	0.9897	1.2207	6.8359	0.8545
-0.0352	-0.0552	0.978	-0.1221	1.1597	-1.0376
-0.0376	-0.0562	0.9761	-1.1597	-1.4648	10.8032
-0.0503	-0.0513	0.9819	0.4883	2.1973	0.3052
